guid,entropy,max_weight,argmax_weight,min_weight,top3_concentration,gini,gt_label
085679_018047,2.111794,0.512706,0,0.006878,0.668677,0.66234,1
044839_025901,1.088902,0.750112,0,0.000519,0.909402,0.881928,1
071730_021092,0.350676,0.92998,0,0.000138,0.985211,0.948226,1
087182_037135,1.23724,0.745769,7,0.001095,0.841922,0.852648,1
014305_090115,0.429002,0.905521,0,1.1e-05,0.983132,0.9481,1
014305_041611,0.98941,0.767145,0,0.001095,0.915682,0.888388,1
056389_023125,1.800154,0.49521,0,0.003593,0.797613,0.778248,1
056389_069576,1.61033,0.592104,0,0.002241,0.79307,0.822936,1
056389_078292,1.528937,0.67222,0,0.003315,0.804999,0.783682,1
074187_070595,0.532801,0.894644,0,0.0004,0.96621,0.933235,1
074187_008003,1.158974,0.754551,0,0.001019,0.876175,0.865616,1
074187_077699,1.577523,0.606731,0,0.002046,0.809714,0.820748,1
018398_069851,1.091935,0.773291,0,0.001906,0.883604,0.867889,1
018398_020093,1.364119,0.714061,0,0.000611,0.828564,0.821533,1
018398_014860,1.511577,0.660818,0,0.002491,0.80593,0.811091,1
081778_005998,0.977692,0.802257,0,0.001023,0.885866,0.890007,1
081778_011134,0.470133,0.919948,0,8.1e-05,0.960349,0.929751,1
081778_078292,1.720207,0.616965,0,0.003789,0.761277,0.767616,1
015890_062563,1.297265,0.729611,0,0.003504,0.853145,0.823013,1
029720_021800,0.066148,0.990122,17,0.0,0.999102,0.961665,1
054718_040626,1.247419,0.526701,0,0.00078,0.939473,0.88883,1
027977_015826,1.63157,0.628662,0,0.003768,0.783599,0.790669,1
027977_008811,1.049444,0.765615,0,0.001352,0.910853,0.87847,1
041762_063314,1.95829,0.521298,0,0.005281,0.725241,0.729576,1
027172_070190,1.899181,0.562997,0,0.005031,0.738639,0.710372,1
027172_074158,1.984041,0.519936,0,0.002872,0.729856,0.721747,1
027172_060336,0.631106,0.860786,0,2e-06,0.962615,0.932974,1
027172_026370,0.66449,0.869964,21,0.000254,0.932948,0.925533,1
048565_058447,0.380753,0.942116,0,2.4e-05,0.957469,0.934847,1
069458_007022,1.719685,0.599866,0,0.002743,0.776652,0.771646,1
000796_016963,1.639273,0.645962,0,0.003627,0.770637,0.772707,1
000796_027076,1.60929,0.537637,15,0.001344,0.821172,0.819782,1
000796_020252,1.587396,0.629647,0,0.002563,0.802682,0.802394,1
000796_079972,1.435018,0.703083,0,0.001237,0.798666,0.814191,1
000796_034649,1.717531,0.424594,15,0.00201,0.81782,0.811259,1
000796_085018,1.682529,0.628342,0,0.002796,0.759252,0.777752,1
072471_044106,1.415266,0.682423,0,0.001809,0.81538,0.837766,1
069849_006150,1.545482,0.584431,0,0.000895,0.82302,0.842987,1
069849_026693,2.205259,0.422862,0,0.004276,0.674967,0.695369,1
006901_097195,1.432623,0.677728,0,0.001444,0.82328,0.83378,1
006901_098164,1.591225,0.65761,0,0.003684,0.777604,0.782142,1
006901_026367,0.320247,0.947669,0,2e-06,0.975814,0.943685,1
082218_052498,1.465138,0.657012,0,0.00119,0.83566,0.832535,1
082218_096389,0.254075,0.955633,0,4.1e-05,0.988647,0.9529,1
047834_020768,0.496179,0.903619,0,0.000369,0.9689,0.936346,1
097510_085958,0.192587,0.970113,0,0.0,0.987685,0.95585,1
097510_072175,1.151776,0.546818,0,2e-06,0.956225,0.906701,1
097510_019786,0.59809,0.877159,0,0.0,0.947146,0.936497,1
091924_059578,0.88102,0.808213,0,0.001073,0.927952,0.898198,1
091924_057234,0.53263,0.866268,0,1.1e-05,0.981839,0.942021,1
091924_088564,1.393535,0.689064,0,0.003958,0.846793,0.815444,1
091924_080634,1.473706,0.520335,4,0.000783,0.875226,0.865093,1
037153_024392,1.701487,0.432709,0,0.00183,0.826637,0.814796,1
037153_000688,0.722962,0.744331,0,1.9e-05,0.979081,0.931264,1
034626_098561,1.386474,0.685716,0,0.002831,0.848065,0.826895,1
088031_000777,1.263001,0.690558,0,0.001487,0.883198,0.864682,1
088031_091704,0.808089,0.851362,0,0.001238,0.915486,0.889855,1
018765_059797,0.879713,0.812277,0,0.000239,0.929304,0.898606,1
018765_005558,1.150513,0.76071,0,0.001855,0.874545,0.857244,1
018765_021698,1.34897,0.711031,0,0.002556,0.837183,0.832281,1
018765_008213,1.198305,0.751918,0,0.001667,0.851117,0.857257,1
018765_041076,1.259464,0.734072,0,0.001636,0.857205,0.843204,1
083601_073613,0.02309,0.997335,0,0.0,0.998949,0.962444,1
038362_093972,0.836457,0.782704,0,1.6e-05,0.957574,0.924586,1
056506_068399,1.287558,0.559824,0,0.00075,0.916897,0.879068,1
079472_070336,1.396325,0.647959,13,0.000872,0.862077,0.856336,1
079472_051000,1.244319,0.73704,0,0.00202,0.859741,0.8441,1
079472_070110,1.633943,0.612617,0,0.00107,0.794217,0.802689,1
079472_088003,0.307486,0.92331,0,0.0,0.999381,0.956199,1
079472_054359,1.306362,0.709041,0,0.001561,0.835909,0.852481,1
079472_099557,1.793762,0.596117,0,0.002426,0.740442,0.756615,1
079472_062210,1.52276,0.663362,0,0.001846,0.795005,0.815719,1
079472_060075,1.535116,0.483869,0,6e-06,0.878563,0.847451,1
019543_038572,1.394288,0.621232,0,0.000308,0.875297,0.853166,1
019543_094112,1.984901,0.370459,12,0.004139,0.75412,0.738949,1
021595_029263,1.730759,0.610918,0,0.004694,0.770381,0.75052,1
057742_016070,1.371189,0.712887,0,0.002552,0.829298,0.818472,1
057742_096572,1.596484,0.651361,0,0.003698,0.793176,0.785727,1
057742_006945,1.118494,0.732571,0,0.000938,0.90266,0.880401,1
057742_030009,1.262709,0.72703,0,0.000126,0.862328,0.852102,1
048301_022726,0.606067,0.871402,0,0.000116,0.964255,0.929575,1
051780_031630,1.313149,0.714587,0,0.002545,0.851068,0.833178,1
051780_067705,1.941604,0.529373,0,0.004552,0.717746,0.737352,1
005640_098606,1.305928,0.694141,0,0.00238,0.869955,0.843274,1
035500_091701,0.871655,0.781123,0,8.5e-05,0.949473,0.91612,1
035500_042226,1.271025,0.669914,0,0.000329,0.898121,0.87084,1
090107_040568,0.352225,0.94582,0,7e-06,0.961504,0.940262,1
044200_014956,0.670626,0.853462,0,6e-06,0.9546,0.920804,1
063963_073403,0.296733,0.935217,4,0.0,0.996249,0.955919,1
060313_028575,1.412809,0.667525,0,0.001027,0.854862,0.834386,1
037553_007603,0.488798,0.888412,0,7.4e-05,0.979755,0.941639,1
087554_007277,1.417,0.658941,0,0.003538,0.857056,0.823305,1
050199_069174,0.924008,0.79664,0,0.00064,0.927246,0.904075,1
078228_043290,0.50693,0.913015,0,0.000673,0.955907,0.927489,1
078228_061298,0.682125,0.79342,0,1e-06,0.98379,0.938934,1
002277_036318,0.255709,0.959376,0,0.00015,0.983869,0.949177,1
002277_059102,1.629084,0.641394,0,0.003722,0.792639,0.766886,1
016720_093389,1.176025,0.678662,0,2.5e-05,0.903403,0.8931,1
016720_019013,1.113415,0.742606,0,2.9e-05,0.898149,0.885704,1
016720_094917,1.951638,0.529507,0,0.005117,0.734596,0.716543,1
038532_061472,1.4619,0.660637,0,0.002403,0.834199,0.824377,1
038532_083582,0.954349,0.77569,0,0.000132,0.918587,0.907692,1
038532_000109,0.773259,0.833547,0,0.000635,0.943909,0.916378,1
038532_055474,2.162213,0.497161,0,0.005398,0.637685,0.672321,1
006015_095108,2.080138,0.442219,0,0.004544,0.72091,0.718192,1
052612_056429,1.598597,0.555816,0,0.001149,0.845778,0.831817,1
093986_011191,1.30883,0.704992,0,0.002593,0.862885,0.841238,1
093986_010287,1.435928,0.689844,0,0.004183,0.831922,0.802429,1
015336_040898,1.305507,0.721463,0,0.001277,0.849356,0.834085,1
021092_060308,1.796976,0.534254,0,0.003739,0.787153,0.774909,1
021092_090133,1.615139,0.632882,0,0.002065,0.785936,0.79714,1
032968_073050,0.959328,0.799257,0,6e-05,0.904653,0.896494,1
032968_005336,1.474362,0.619209,0,0.002647,0.856195,0.824067,1
032968_049814,1.37741,0.681544,0,0.003105,0.857734,0.818201,1
000409_071722,1.362472,0.672658,0,0.001068,0.832299,0.858937,1
000409_075090,0.440795,0.920738,0,0.000497,0.972242,0.935724,1
067342_061031,1.65274,0.631469,0,0.002589,0.762268,0.788639,1
067342_082739,2.06945,0.417647,0,0.002764,0.713,0.747827,1
067342_034891,1.464592,0.59992,0,0.000968,0.856987,0.85232,1
067342_005216,0.89125,0.759032,0,3e-05,0.939824,0.910352,1
065948_008718,1.903707,0.557406,0,0.00521,0.732482,0.723608,1
065948_065762,0.675572,0.840383,0,7e-05,0.970251,0.927802,1
009706_071394,0.728602,0.813778,0,1.5e-05,0.958628,0.929784,1
009706_054825,1.429915,0.672793,0,0.002178,0.847641,0.822952,1
009706_081636,1.093955,0.74132,0,7.7e-05,0.886457,0.895471,1
009706_057210,1.276102,0.708067,0,0.000185,0.863867,0.856985,1
084297_069027,1.495622,0.663699,0,0.00104,0.803062,0.823855,1
085370_040267,1.468272,0.660242,0,0.00222,0.825698,0.826378,1
085370_051582,1.116533,0.757605,0,0.001776,0.886262,0.863303,1
085370_010458,1.355545,0.709782,0,0.003458,0.844063,0.812912,1
085370_080634,2.067315,0.300275,26,0.000127,0.669827,0.780481,1
004991_089214,0.861294,0.696198,0,1.9e-05,0.981793,0.927992,1
004991_056506,1.149041,0.615931,0,9e-05,0.930311,0.899215,1
004991_008466,1.186659,0.75074,0,0.002264,0.870873,0.849299,1
010715_078897,1.826288,0.541522,0,0.002715,0.733993,0.786448,1
010715_089769,0.125261,0.978528,9,4e-06,0.997808,0.960161,1
087638_079607,1.654229,0.631707,0,0.000427,0.76214,0.78827,1
087638_084628,1.382583,0.65896,0,0.000741,0.848226,0.855537,1
087638_074318,1.847341,0.523273,0,0.001847,0.709839,0.789748,1
087638_098561,1.346292,0.719675,0,0.00311,0.838424,0.814453,1
006063_048744,1.822627,0.534307,0,0.003408,0.778509,0.766321,1
030622_030668,1.653134,0.554671,0,0.00179,0.821729,0.817575,1
030622_037463,0.761313,0.846199,21,0.000305,0.934742,0.917895,1
091987_079122,0.366598,0.934231,0,0.000125,0.977588,0.94665,1
091987_092610,0.476996,0.910026,0,0.000218,0.967228,0.9385,1
091987_099288,0.342217,0.941925,0,0.000227,0.976348,0.945241,1
081387_075558,1.885042,0.485312,0,0.003705,0.776834,0.768364,1
081387_021576,1.468966,0.618051,0,0.001004,0.851526,0.847149,1
077998_021854,1.041689,0.749215,0,0.000113,0.909296,0.896337,1
077998_068332,0.742909,0.846499,0,0.000492,0.931397,0.919688,1
042566_070467,1.082351,0.807977,0,0.00069,0.853145,0.82302,1
042566_076555,1.073847,0.761084,0,0.002429,0.904668,0.870054,1
042566_021974,1.425431,0.598887,0,0.001446,0.864637,0.845113,1
042566_096227,0.704638,0.818441,0,0.000257,0.971077,0.932812,1
075950_062330,1.469469,0.66292,0,0.00427,0.838056,0.806299,1
046793_041994,1.702752,0.622152,0,0.003827,0.76295,0.761765,1
055420_014143,0.743563,0.778665,0,0.000201,0.976957,0.93213,1
055420_055662,0.7249,0.831757,0,0.000315,0.959616,0.928045,1
055420_075336,1.144024,0.762106,0,0.000915,0.864615,0.868505,1
055420_056588,1.413939,0.704611,0,0.002273,0.817915,0.813669,1
055420_084553,1.535345,0.601325,0,0.00139,0.815082,0.843068,1
055420_031331,0.949418,0.799525,0,0.00017,0.903227,0.900055,1
055420_057648,1.398564,0.684037,0,0.001606,0.809865,0.844788,1
013228_001725,1.804595,0.58421,0,0.006239,0.761488,0.74068,1
097530_069028,1.517787,0.538888,25,0.000431,0.851999,0.864015,1
097530_075667,0.951792,0.781476,0,0.000367,0.917938,0.905521,1
045149_008453,0.893097,0.786342,0,0.000692,0.938632,0.905581,1
068367_029480,1.622039,0.619673,0,0.003497,0.804901,0.790578,1
068367_015074,1.5765,0.629838,0,0.004016,0.816656,0.793974,1
068367_024069,1.283507,0.711416,0,0.002171,0.871113,0.844156,1
068367_019900,0.815729,0.80529,0,3.6e-05,0.950005,0.920825,1
