group,model_A,model_B,total_pairs,acc_A,acc_B,p_A,r_A,f1_A,p_B,r_B,f1_B,b11,b10,b01,b00,statistic,p_value,exact,significant,conclusion
vanilla,v2_lstm,v2_transformer,6062,0.2746618277796107,0.24265918838667105,0.04610951008645533,0.09218950064020487,0.06147278548559231,0.01504963176432917,0.030089628681177975,0.02006403415154749,1020,645,451,3946,33.98631386861314,5.550109588031898e-09,False,True,v2_lstm (better F1)
vanilla,v2_lstm,v3_gru,6062,0.2746618277796107,0.30369515011547343,0.04610951008645533,0.09218950064020487,0.06147278548559231,0.07428754402817804,0.14852752880921896,0.09903948772678764,1055,610,786,3611,21.937679083094554,2.816493097031604e-06,False,True,v3_gru (better F1)
vanilla,v2_lstm,v3_lstm,6062,0.2746618277796107,0.2858792477730122,0.04610951008645533,0.09218950064020487,0.06147278548559231,0.056996477745757286,0.11395646606914213,0.0759871931696905,1083,582,650,3747,3.643668831168831,0.05628277947518888,False,False,No significant difference
vanilla,v2_lstm,v3_transformer,6062,0.2746618277796107,0.2746618277796107,0.04610951008645533,0.09218950064020487,0.06147278548559231,0.04610951008645533,0.09218950064020487,0.06147278548559231,1042,623,623,3774,0.0008025682182985554,0.9773992447818853,False,False,No significant difference
vanilla,v2_transformer,v3_gru,6062,0.24265918838667105,0.30369515011547343,0.01504963176432917,0.030089628681177975,0.02006403415154749,0.07428754402817804,0.14852752880921896,0.09903948772678764,780,691,1061,3530,77.71746575342466,1.1888543540389213e-18,False,True,v3_gru (better F1)
vanilla,v2_transformer,v3_lstm,6062,0.24265918838667105,0.2858792477730122,0.01504963176432917,0.030089628681177975,0.02006403415154749,0.056996477745757286,0.11395646606914213,0.0759871931696905,780,691,953,3638,41.43613138686131,1.2178549706203162e-10,False,True,v3_lstm (better F1)
vanilla,v2_transformer,v3_transformer,6062,0.24265918838667105,0.2746618277796107,0.01504963176432917,0.030089628681177975,0.02006403415154749,0.04610951008645533,0.09218950064020487,0.06147278548559231,867,604,798,3793,26.568473609129814,2.5436077744004587e-07,False,True,v3_transformer (better F1)
vanilla,v3_gru,v3_lstm,6062,0.30369515011547343,0.2858792477730122,0.07428754402817804,0.14852752880921896,0.09903948772678764,0.056996477745757286,0.11395646606914213,0.0759871931696905,1291,550,442,3779,11.54133064516129,0.000680659059698144,False,True,v3_gru (better F1)
vanilla,v3_gru,v3_transformer,6062,0.30369515011547343,0.2746618277796107,0.07428754402817804,0.14852752880921896,0.09903948772678764,0.04610951008645533,0.09218950064020487,0.06147278548559231,1304,537,361,3860,34.10356347438753,5.2255483265126365e-09,False,True,v3_gru (better F1)
vanilla,v3_lstm,v3_transformer,6062,0.2858792477730122,0.2746618277796107,0.056996477745757286,0.11395646606914213,0.0759871931696905,0.04610951008645533,0.09218950064020487,0.06147278548559231,1180,553,485,3844,4.32466281310212,0.03756385588651655,False,True,v3_lstm (better F1)
